series,season,title,subtitle,title_pic,inbound_ill,release,maincharacters,eventtimeframe,locations,release_year,author_pos,author,gender
Band 1681,Die Große Leere,Kurs Milchstraße,Perry Rhodan gibt den Befehl zum Aufbruch – aber die Theans lassen nicht locker,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 11. November 1993","Perry Rhodan, Siodor Thean, Dilja Mowak, Reginald Bull, Myles Kantor",1. – 15. März 1208 NGZ,Pulsar Borgia,1993.0,a1,Susan Schwartz,female
Band 1682,Die Große Leere,Söldner ohne Auftrag,Begegnung bei Coma-6 – ein unheimliches Wesen stellt sich vor,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 18. November 1993","Milton Doncaster, Trousar, Phana-Corg, A-6-1, Perry Rhodan",Juni 1206 NGZ – Dezember 1209 NGZ,"Coma-6, Coma-9, Coma-10",1993.0,a1,Peter Terrid,male
Band 1683,Die Große Leere,Mehr Macht für Arkon,Sie kämpfen für ein altes Imperium – und gegen die geeinte Galaxis,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 25. November 1993","Boris Siankow, Arol von Pathis, Torris Blefar, Hargas von Arkta, Hellen von Trym, Yart Fulgen",März 1208 NGZ – Januar 1212 NGZ,"Titan, Kleinor",1993.0,a1,H. G. Francis,male
Band 1684,Die Große Leere,Endstation Heleios,Am Ende einer langen Reise – die BASIS kehrt in die Milchstraße zurück,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 2. Dezember 1993","Jercy Succumer, Perry Rhodan, Colounshaba, Robert Gruener, Boloshambwer",November 1210 NGZ – Januar 1212 NGZ,"Coma-3, Seriphos-System, Sheokor-System",1993.0,a1,Arndt Ellmer,male
Band 1685,Die Große Leere,Spindel und Segment,Riskante Versuche auf Titan – und der Kampf gegen arkonidische Renegaten,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 9. Dezember 1993","Atlan, Myles Kantor, Theta von Ariga, Yart Fulgen, Morad von Darrid",Mitte 1210 NGZ und März 1212 NGZ,"Titan, Humanidrom, Klaphor, Sheokor-System",1993.0,a1,Peter Griese,male
Band 1686,Die Große Leere,Wesen aus der Spindel,Das Experiment der Haluter glückt – die Terraner wagen die Wiederholung,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 16. Dezember 1993","Icho Tolot, Michael Rhodan, Myles Kantor, Gucky, Cyrn Dow",April 1212 NGZ,"Halut, Solsystem",1993.0,a1,Horst Hoffmann,male
Band 1687,Die Große Leere,Fremde auf Titan,Zwei völlig verschiedene Wesen – aber sie haben ein gemeinsames Ziel,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 23. Dezember 1993","Perry Rhodan, Myles Kantor, Icho Tolot, Eins, Paula Cganda",Mai 1212 NGZ,Solsystem,1993.0,a1,Robert Feldhoff,male
Band 1688,Die Große Leere,Joker Nummer Sieben,Neue Spindelwesen entstehen – sie entwickeln einen eigenen Plan,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 30. Dezember 1993","Perry Rhodan, Boris Siankow, Ronald Tekener, Julian Tifflor, Drei, Vier, Fünf, Sechs, Sieben",Juni 1212 NGZ,"Solsystem, Piulin-System, WILD MAN-System, Euthets Stern, Taquar",1993.0,a1,Robert Feldhoff,male
Band 1689,Die Große Leere,Rendezvous auf Phegasta,Die Aktion der Spindelwesen – Reginald Bull in Nöten,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 6. Januar 1994","Reginald Bull, Alaska Saedelaere, Julian Tifflor, Fünf, Sechs, Trajus von Klaphor",Juni / Juli 1212 NGZ,Milchstraße,1994.0,a1,Susan Schwartz,female
Band 169,Das Zweite Imperium,Die kleinen Männer von Siga,Sie landen im Herzen des 2. Imperiums! – Der dritte Einsatz des Spezialisten Lemy Danger!,Johnny Bruck,Johnny Bruck (4 x) / 4. Auflage,"Freitag, 27. November 1964","Major Lemy Danger, Oberleutnant Melbar Kasom, Perry Rhodan, Atlan, Niko Hefeter, Arto Tosonto, Argus Monoe, Mikel Umigo, Koko",Juli 2327,Gatas,1964.0,a1,K. H. Scheer,male
Band 1690,Die Große Leere,Kollektiv der Sieben,Riskantes Spiel auf Titan – Sturmlauf in der Forschungsfestung,Johnny Bruck,Johnny Bruck (2 x),"Donnerstag, 13. Januar 1994","Reginald Bull, Myles Kantor, Perry Rhodan, Talotur, Martha, Trajus von Klaphor",Juli / August 1212 NGZ,Milchstraße,1994.0,a1,Peter Terrid,male
Band 1691,Die Große Leere,Das Schöpfungsprogramm,Ihr Ziel ist neues Leben – und sie kennen kein Pardon,Johnny Bruck,Johnny Bruck (2 x),"Donnerstag, 20. Januar 1994","Icho Tolot, Pheranthen, Eins, Calac Zyitan, Atlan",August / September 1212 NGZ,Milchstraße,1994.0,a1,Arndt Ellmer,male
Band 1692,Die Große Leere,Syntron-Alarm,Alarm für die Metropolen der Galaxis – die Jagd nach dem Wissen beginnt,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 27. Januar 1994","Atlan, Ronald Tekener, Gucky, Homer G. Adams, Fünf",Oktober 1212 NGZ,Milchstraße,1994.0,a1,Horst Hoffmann,male
Band 1693,Die Große Leere,Vierzehn Berserker,Die Spindelwesen im Solsystem – die Spur führt zum Mars,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 3. Februar 1994","Cidem Kassiopeia, Atlan, Perry Rhodan, Gucky, Fünf",November 1212 NGZ,Solsystem,1994.0,a1,Peter Griese,male
Band 1694,Die Große Leere,NATHAN stirbt,Die Mond-Syntronik auf verlorener Bastion – sie kämpft ihren größten Kampf,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 10. Februar 1994","NATHAN, Michael Rhodan, Jon-Jon Burckley, Mandy Kunnar, Fünf",November 1212 NGZ,Luna,1994.0,a1,H. G. Francis,male
Band 1695,Die Große Leere,Entscheidung auf Luna,Die Söldnerin auf Mond und Erde – auf welcher Seite steht Moira?,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 17. Februar 1994","Perry Rhodan, Atlan, Moira, Alaska Saedelaere, Fünf",Dezember 1212 NGZ,Solsystem,1994.0,a1,Ernst Vlcek,male
Band 1696,Die Große Leere,In den Ruinen des Mars,Schleier der Vergangenheit – Terraner suchen das Geheimnis des Roten Planeten,Johnny Bruck,Johnny Bruck (2 x),"Donnerstag, 24. Februar 1994","Tyler Danning, Voltago, Kyll Bordon, Boris Siankow, Perry Rhodan",Dezember 1212 NGZ,Solsystem,1994.0,a1,Peter Terrid,male
Band 1697,Die Große Leere,An Bord der STYX,Moira und ihre Gefangenen – sie brauchen die letzte Spindel,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 3. März 1994","Alaska Saedelaere, Mila Vandemar, Nadja Vandemar, Moira, Fünf",1212 NGZ bis 1215 NGZ,"Flug zur Großen Leere, Sampler-Planeten",1994.0,a1,Arndt Ellmer,male
Band 1698,Die Große Leere,Die Schule der Theans,Rückkehr ins Netz des Quidor – und zum Planeten des Todes,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 10. März 1994","Moira, Alaska Saedelaere, Mila Vandemar, Nadja Vandemar, Tgamaly, Frinyli, Sulimar",Januar – Juli 1216 NGZ,Großen Leere,1994.0,a1,Susan Schwartz,female
Band 1699,Die Große Leere,Nachricht von Taurec,Entscheidung an der Großen Leere – Perry Rhodan riskiert alles,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 17. März 1994","Perry Rhodan, Moira, Hamiller, Voltago, Atlan",August / September 1216 NGZ,Große Leere,1994.0,a1,Horst Hoffmann,male
Band 17,Die Dritte Macht,Planet der sterbenden Sonne,Sie landeten auf dem Planeten der sterbenden Sonne und fanden – Haß …,Johnny Bruck,Johnny Bruck (5 x),"Freitag, 29. Dezember 1961","Perry Rhodan, Thora, Crest, Tama Yokida, Fellmer Lloyd, Leutnant Tanner, Tanaka Seiko",Herbst 1975,Tramp,1961.0,a1,Kurt Mahr,male
Band 170,Das Zweite Imperium,Im Dschungel der Sterne,Ein Transportauftrag führt sie in die Sonnenballung – und ins Verderben …,Johnny Bruck,Johnny Bruck (5 x) / 4. Auflage,"Freitag, 4. Dezember 1964","Perry Rhodan, Reginald Bull, Major Faro Urgina, Captain Clark Yak, Sergeant Lionel Erskine, Timothy Alvesleben, Ooff",2327,"Terra, Tombstone, Brulab-1, Brulab-2, Brulab-3",1964.0,a1,Kurt Brand,male
Band 1700,Die Ayindi,Möbius,Der Plan ist zwei Millionen Jahre alt – die Spindelwesen und ihre große Aufgabe,Johnny Bruck,Johnny Bruck,"Donnerstag, 24. März 1994","Perry Rhodan, Moira, Voltago, Mila Vandemar, Nadja Vandemar, Alaska Saedelaere",1216 NGZ,"Charon, STYX, BASIS",1994.0,a1,Robert Feldhoff,male
Band 1701,Die Ayindi,Die Ayindi,Nach dem Transfer nach Charon – der erste Kontakt zu Moiras Volk,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 31. März 1994","Perry Rhodan, Moira, Atlan, Hamiller, Manuel, Vedat",1216 NGZ,Große Leere,1994.0,a1,Peter Griese,male
Band 1702,Die Ayindi,Jagd auf die STYX,Allein gegen das ganze Arresum – Moira flieht ins Chaos,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 7. April 1994","Moira, Iaguul, Perry Rhodan, Atlan",1216 NGZ,Arresum,1994.0,a1,Horst Hoffmann,male
Band 1703,Die Ayindi,Todesbezirk der Abruse,Sie werden gnadenlos gejagt – ihnen bleibt nur noch ein Fluchtweg,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 14. April 1994","Mertus Wenig, Boro Shufman, Tonya Cinistrella, Louis Densson, Philip",1216 NGZ,Arresum,1994.0,a1,Peter Terrid,male
Band 1704,Die Ayindi,Zwischen den Fronten,Raumschlacht über Noman – die BASIS im Kampf gegen zwei Gegner,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 21. April 1994","Hamiller, Leon Zoldan, Homer G. Adams, Nina Trak, Perry Rhodan",1216 NGZ,"Daffish-System, Aariam-System",1994.0,a1,Arndt Ellmer,male
Band 1705,Die Ayindi,Auf der Welt der Kristalle,Gestrandet auf Thyssan – die Menschen der ODIN kämpfen um ihr Leben,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 28. April 1994","Mertus Wenig, Magkue, Gucky, Reginald Bull, Michael Rhodan, Boro Shufman, Tonya Cinistrella, Louis Densson",1216 NGZ,"Thyssan-System, Arresum",1994.0,a1,Peter Terrid,male
Band 1706,Die Ayindi,Kibb,Perry Rhodan und Atlan im Test – Moira lüftet ein Geheimnis,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 5. Mai 1994","Moira, Kibb, Perry Rhodan, Atlan, Algaan",1217 NGZ,"Ruulem, Arresum",1994.0,a1,Ernst Vlcek,male
Band 1707,Die Ayindi,Attacke der Abruse,Die Kristallflotte greift an – Entscheidungskampf im Arresum,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 12. Mai 1994","Perry Rhodan, Hermes Exigari, Moira, Myles Kantor, Streep",1217 NGZ,"Daffish-System, Aariam-System",1994.0,a1,Robert Feldhoff,male
Band 1708,Die Ayindi,Geheimsache Gender,Ein Toter lebt – er ist der Besucher aus dem Nirgendwo,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 19. Mai 1994","Duabe agh Intells, Koka Szari Misonan, Timmersson Gender, Boris Siankow, Geo Sheremdoc",1216 NGZ - 1217 NGZ,Solsystem,1994.0,a1,Robert Feldhoff,male
Band 1709,Die Ayindi,Der Wächter von Rotsand,Vor zwei Millionen Jahren – das Vermächtnis eines Ritters,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 26. Mai 1994","Permanoch von Tanxbeech, Rhoubil, Boris Siankow, Geo Sheremdoc, Timmersson Gender",1217 NGZ,Solsystem,1994.0,a1,Arndt Ellmer,male
Band 171,Das Zweite Imperium,Kampf der vier Mächte,Jeder kämpft gegen jeden – bis die Kernbomben fallen …,Johnny Bruck,Johnny Bruck (4 x) / 4. Auflage,"Freitag, 11. Dezember 1964","Oberst Hieße, Major Garryklü, Barel-Kut, Mol-Dar, Gin-Dor, Wo-Tha, Car-Mo, Gogol, Ein Schreckwurm",2327,Brulab-3 / Trio,1964.0,a1,Clark Darlton,male
Band 1710,Die Ayindi,Mission in Magellan,Auf den Spuren des Orbiters – sie finden das Werk der Kosmischen Mächte,Johnny Bruck,Ralph Voltz (2 x),"Donnerstag, 2. Juni 1994","Dilja Mowak, Geo Sheremdoc, Muns Betterford, Mooram Grujic, Duramosch",1217 NGZ,Große Magellansche Wolke,1994.0,a1,H. G. Ewers,male
Band 1711,Die Ayindi,Kristallplanet Mars,Die Suche nach dem Ritterschiff – auf einer Welt im Untergang,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 9. Juni 1994","Geo Sheremdoc, Boris Siankow, Lafalle, Alan Patuschka, Ikarus",1217 NGZ,Solsystem,1994.0,a1,Peter Griese,male
Band 1712,Die Ayindi,Voltagos Flucht,Rückkehr ins Parresum – Perry Rhodan erhält drei Rochenschiffe,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 16. Juni 1994","Voltago, Moira, Daron Boone, Perry Rhodan, Algaan",1217 NGZ,Große Leere,1994.0,a1,Horst Hoffmann,male
Band 1713,Die Ayindi,Im Bann der Abruse,Die Unsterblichen in der Todeszone – und der Einsatz der Vandemar-Zwillinge,Johnny Bruck,Johnny Bruck (2 x),"Donnerstag, 23. Juni 1994","Mila und Nadja Vandemar, Perry Rhodan, Alaska Saedelaere, Reginald Bull, Gucky",1217 NGZ,Arresum,1994.0,a1,Susan Schwartz,female
Band 1714,Die Ayindi,Die Beausoleils,Sie melden sich freiwillig – das Todeskommando der Cajuns,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 30. Juni 1994","Joseph Broussard jr., Michael Doucet, Dewey Balfa, Koraus, Moira, Perry Rhodan",1217 NGZ,Arresum,1994.0,a1,Ernst Vlcek,male
Band 1715,Die Ayindi,Das Enterkommando,Perry Rhodan und die Beausoleils – sie stürmen das Kristallschiff,Johnny Bruck,Johnny Bruck (2 x),"Donnerstag, 7. Juli 1994","Nadja und Mila Vandemar, Gucky, Icho Tolot, Cryzz, Rogier Bompard",1217 NGZ,Arresum,1994.0,a1,Peter Terrid,male
Band 1716,Die Ayindi,Die Hantel des Somers,Sie sind Besucher aus Estartu – und sorgen für Unruhe im Solsystem,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 14. Juli 1994","Geo Sheremdoc, Furunoed, Koka Szari Misonan, Harold Nyman, Dilja Mowak",1217 NGZ,Solsystem,1994.0,a1,Arndt Ellmer,male
Band 1717,Die Ayindi,Inseln der Illusion,Eine fremde Macht im Sonnensystem – sie schickt ihre Traumprojektionen,Johnny Bruck,Johnny Bruck (2 x),"Donnerstag, 21. Juli 1994","Geo Sheremdoc, Boris Siankow, Aaron Sebastian, Harold Nyman, Furunoed",1217 NGZ,Solsystem,1994.0,a1,Peter Griese,male
Band 1718,Die Ayindi,Mysteriöse Waren,Neue Mission für die IRA ROGABERG – mit Dilja Mowak in Magellan,Johnny Bruck,Johnny Bruck (3 x),"Donnerstag, 28. Juli 1994","Dilja Mowak, Mooram Grujic, Escheker, Gulby, Geo Sheremdoc",1217 NGZ,Große Magellansche Wolke,1994.0,a1,H. G. Ewers,male
Band 1719,Die Ayindi,Die Totenliste,NATHANS geheimnisvolle Arbeit – sein Auftraggeber ist unbekannt,Johnny Bruck,Johnny Bruck (2 x),"Donnerstag, 4. August 1994","Geo Sheremdoc, Aaron Sebastian, Arnim Possag, Nuka Kullino, Dara Sheenbar, Uleboe",1217 NGZ,Solsystem,1994.0,a1,Horst Hoffmann,male
Band 172,Das Zweite Imperium,Das Geheimnis der heiligen Insel,Der Planet soll entvölkert werden – doch drei Terraner fallen dem Schicksal in den Arm …,Johnny Bruck,Johnny Bruck (5 x) / 4. Auflage,"Freitag, 18. Dezember 1964","Oberst Griffin Tuchmann, Ter Phillips, Frankie Pell, Rina Kim, Gianal Tea, Piu-Rey-Wiin",2327,Trap,1964.0,a1,Kurt Mahr,male
Band 1720,Die Ayindi,Kommandant der Abruse,Die Spiegelgeborenen in der Todeszone – sie suchen Kontakt zu einem Kristall,Johnny Bruck,Johnny Bruck (3 x),"Donnerstag, 11. August 1994","Nadja und Mila Vandemar, Alaska Saedelaere, Myles Kantor, Cryzz, Perry Rhodan",1217 NGZ,Arresum,1994.0,a1,Susan Schwartz,female
Band 1721,Die Ayindi,Utiekks Gesandte,Terraner stoßen auf die Lebensinsel – und auf die Erforscher des Todes,Johnny Bruck,Johnny Bruck (2 x),"Donnerstag, 18. August 1994","Moád, Semiodd, Ouidane, Alaska Saedelaere, MOCODAM",1217 NGZ,Arresum,1994.0,a1,Robert Feldhoff,male
Band 1722,Die Ayindi,Abrutians Boten,Sie ist eine Immune – und verletzt die alten Regeln der Barrayd,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 25. August 1994","Perry Rhodan, Dao-Lin-H'ay, Gucky, Ouidane, Alaska Saedelaere, Tej Minas, Piior",1217 NGZ,Arresum,1994.0,a1,Robert Feldhoff,male
Band 1723,Die Ayindi,Unternehmen Werftplanet,Vorstoß ins Hinterland der Abruse – zur Geburtswelt der Schneeflocken,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 1. September 1994","Perry Rhodan, Gucky, Icho Tolot, Piel Darrina, Reginald Bull",1217 NGZ,Arresum,1994.0,a1,Peter Terrid,male
Band 1724,Die Ayindi,Besuch aus Hirdobaan,Die Hamamesch kommen – und liefern Basare für Magellan,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 8. September 1994","Nuka Kullino, Arnim Possag, Geo Sheremdoc, Daryll Mandrake, Farraud",1217 NGZ,"Milchstraße, Große Magellansche Wolke",1994.0,a1,Arndt Ellmer,male
Band 1725,Die Ayindi,Basar der Träumer,Treffpunkt für Händler und Spieler – ein Hanse-Team im Einsatz,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 15. September 1994","Esker Harror, Phril Stratar, Freeder Popovic, Dalja, Harold Nyman",1217 NGZ,"Milchstraße, Große Magellansche Wolke",1994.0,a1,Peter Griese,male
Band 1726,Die Ayindi,Testfall Magellan,Ein Planet forscht für die Zukunft – die Eisenstadt im Würgegriff,Johnny Bruck,Johnny Bruck (1x),"Donnerstag, 22. September 1994","Dilja Mowak, Landdy Kronth, Meanher, Christiane Meister",1217 NGZ,Große Magellansche Wolke,1994.0,a1,H. G. Ewers,male
Band 1727,Die Ayindi,Der Kristallkopf,Der Kommandant wird aktiv – tödliche Gefahr für die Unsterblichen,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 29. September 1994","Perry Rhodan, Smezz, Uhns Torbig, Myles Kantor, Gucky",1217 NGZ,Arresum,1994.0,a1,Peter Terrid,male
Band 1728,Die Ayindi,Hoffnung für Terra,Sie fliegen ins Solsystem – es ist eine Rückkehr ins Chaos,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 6. Oktober 1994","Moira, Homer G. Adams, Densee, Ciriac, Boris Siankow, Perry Rhodan",1217 NGZ,"Arresum, Solsystem",1994.0,a1,Horst Hoffmann,male
Band 1729,Die Ayindi,Kristallbrand,Geheimwaffe Eventail – die Abruse wird aktiv,Johnny Bruck,Johnny Bruck (2 x),"Donnerstag, 13. Oktober 1994","Perry Rhodan, Atlan, Ronald Tekener, Alexius Bullet, Karla Zazis",August 1217 NGZ,Arresum,1994.0,a1,H. G. Francis,male
Band 173,Das Zweite Imperium,Unternehmen Nautilus,Der große Fischzug des kleinen Spezialisten – Ein neues Abenteuer mit Lemy Danger,Johnny Bruck,Johnny Bruck (3 x) / 4. Auflage,"Freitag, 25. Dezember 1964","Lemy Danger, Melbar Kasom, Koko, Captain Komo Isata, Ohntorf, Arando, Redgers, Atrav, Shinat",Oktober 2327,Gatas,1964.0,a1,K. H. Scheer,male
Band 1730,Die Ayindi,Der Verbündete,Im uralten Raumschiff – sie suchen das Vermächtnis der Barayen,Johnny Bruck,Johnny Bruck,"Donnerstag, 20. Oktober 1994","Isouder, Mila und Nadja Vandemar, Perry Rhodan, Sirlis, Alaska Saedelaere",September 1217 NGZ,Arresum,1994.0,a1,Susan Schwartz,female
Band 1731,Die Ayindi,Die Beaumortels,Sie kommen aus dem Einsatz zurück – doch sie sind irgendwie anders,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 27. Oktober 1994","Joseph Broussard jr., Alexius Bullet, Lugia Scinagra, Hamiller, Karla Zazis",September 1217 NGZ,BASIS,1994.0,a1,Ernst Vlcek,male
Band 1732,Die Ayindi,Avanatas Armada,In den Archiven von Sprink – die Spur ist vier Millionen Jahre alt,Johnny Bruck,Johnny Bruck (2 x),"Donnerstag, 3. November 1994","Voltago, Perry Rhodan, Moira, Atlan",September 1217 NGZ,Arresum,1994.0,a1,Ernst Vlcek,male
Band 1733,Die Ayindi,Projekt Sonnenschild,Auf den Spuren der Abruse – das größte Unternehmen der Ayindi,Johnny Bruck,Johnny Bruck,"Donnerstag, 10. November 1994","Avanata, Delacre, Perry Rhodan, Mila Vandemar, Nadja Vandemar, Voltago",Oktober - November 1217 NGZ,"Arresum, Aariam-System",1994.0,a1,Arndt Ellmer,male
Band 1734,Die Ayindi,Kampagne der Hamamesch,3000 Händlerschiffe kommen – ihre Waren überschwemmen die Galaxis,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 17. November 1994","Homer G. Adams, Batchalor Mynk, Cidem Kassiopeia, Kjauras, Charlie",1217 NGZ,Milchstraße,1994.0,a1,Peter Griese,male
Band 1735,Die Ayindi,Handelszentrum Eastside,Die Hamamesch im Blues-Gebiet – eine Hanse-Spezialistin greift ein,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 24. November 1994","Slüram Tylüyit, Dilja Mowak, Stivvak, Stury Suurwill, Harold Nyman, Esker Harror",September - Dezember 1217 NGZ,Milchstraße,1994.0,a1,Peter Griese,male
Band 1736,Die Ayindi,Planet der Corrax,Sie suchen eine weitere Lebensinsel – und erreichen eine Grenze der Abruse,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 1. Dezember 1994","Kaghoul, Ismegh, Atlan, Reginald Bull",Dezember 1217 NGZ,Arresum,1994.0,a1,Horst Hoffmann,male
Band 1737,Die Ayindi,Das Corrax-Rätsel,Eine Zivilisation voller Widersprüche – sie liegt jenseits der Abruse,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 8. Dezember 1994","Kaghoul, Atlan, Gucky, Nadja und Mila Vandemar, Solegh",Dezember 1217 NGZ,Arresum,1994.0,a1,Horst Hoffmann,male
Band 1738,Die Ayindi,Der alte Raunach,Er ist ein Thean der Damurial – und leitet den Durchbruch ins Arresum,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 15. Dezember 1994","Perry Rhodan, Pi-Poul Thean, Myles Kantor, Dag-Rorn",Dezember 1217 NGZ - Januar 1218 NGZ,Aariam-System,1994.0,a1,Susan Schwartz,female
Band 1739,Die Ayindi,Der Tabubrecher,Er führt ein Leben für die Damurial – ein Thean schildert seinen Werdegang,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 22. Dezember 1994","Pi-Poul Thean, Perry Rhodan, Dag-Rorn, Darimus Thean, Atlan",Dezember 1217 NGZ - Januar 1218 NGZ,Shaft,1994.0,a1,Susan Schwartz,female
Band 174,Das Zweite Imperium,Die Panzerbrecher,Lemy Dangers neue Waffe – erstmals im Einsatz!,Johnny Bruck,Johnny Bruck (2 x) / 4. Auflage,"Freitag, 1. Januar 1965","Perry Rhodan, Dr. Waco Sharoon, Gregory Burnett, Thoma Herisch, Dr. Martin De Fort, Leclerc, Peterle und Tommy",2327,"Terra, Tauta",1965.0,a1,William Voltz,male
Band 1740,Die Ayindi,Gefangene des Theans,Sturm auf die TATCH-TAT – und Hamiller ändert den Kurs,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 29. Dezember 1994","Perry Rhodan, Hamiller, Darimus Thean, Atlan, Alaska Saedelaere",1218 NGZ,"Shaft, BASIS",1994.0,a1,H. G. Francis,male
Band 1741,Die Ayindi,Hamillers Alleingang,Der Kommandant der BASIS dreht durch – und bringt alle an den Rand der Katastrophe,Johnny Bruck,Johnny Bruck (1 x),"Donnerstag, 5. Januar 1995","Hamiller, Lugia Scinagra, Moira, Perry Rhodan, Michael Rhodan",1218 NGZ,BASIS,1995.0,a1,Arndt Ellmer,male
